admirer	O
of	O
_	O
Friends	O
in	O
Council	O
_	O
,	O
and	O
was	O
fond	O
of	O
bestowing	O
that	O
work	O
as	O
a	O
prize	O
,	O
with	O
pencil-marks	O
on	O
the	O
margin	O
--	O
so	O
that	O
Lucilla	O
's	O
mind	O
had	O
been	O
cultivated	O
,	O
and	O
was	O
brimful	O
of	O
the	O
best	O
of	O
sentiments	O
.	O

She	O
made	EVENT
up	O
her	O
mind	O
on	O
her	O
journey	EVENT
to	O
a	O
great	O
many	O
virtuous	O
resolutions	EVENT
;	O
for	O
,	O
in	O
such	O
a	O
case	O
as	O
hers	O
,	O
it	O
was	O
evidently	O
the	O
duty	O
of	O
an	O
only	O
child	O
to	O
devote	O
herself	O
to	O
her	O
father	O
's	O
comfort	O
,	O
and	O
become	O
the	O
sunshine	O
of	O
his	O
life	O
,	O
as	O
so	O
many	O
young	O
persons	O
of	O
her	O
age	O
have	O
been	O
known	O
to	O
become	O
in	O
literature	O
.	O

Miss	O
Marjoribanks	O
had	O
a	O
lively	O
mind	O
,	O
and	O
was	O
capable	O
of	O
grasping	O
all	O
the	O
circumstances	O
of	O
the	O
situation	O
at	O
a	O
glance	O
.	O

Thus	O
,	O
between	O
the	O
outbreaks	EVENT
of	O
her	O
tears	EVENT
for	O
her	O
mother	O
,	O
it	O
became	O
apparent	EVENT
to	O
her	O
that	O
she	O
must	O
sacrifice	O
her	O
own	O
feelings	O
,	O
and	O
make	O
a	O
cheerful	O
home	O
for	O
papa	O
,	O
and	O
that	O
a	O
great	O
many	O
changes	O
would	O
be	O
necessary	O
in	O
the	O
household	O
--	O
changes	O
which	O
went	O
so	O
far	O
as	O
even	O
to	O
extend	O
to	O
the	O
furniture	O
.	O

Miss	O
Marjoribanks	O
sketched	EVENT
to	O
herself	O
,	O
as	O
she	O
lay	EVENT
back	O
in	O
the	O
corner	O
of	O
the	O
railway	O
carriage	O
,	O
with	O
her	O
veil	O
down	O
,	O
how	O
she	O
would	O
wind	O
herself	O
up	O
to	O
the	O
duty	O
of	O
presiding	O
at	O
her	O
papa	O
's	O
dinner-parties	O
,	O
and	O
charming	O
everybody	O
by	O
her	O
good	O
humour	O
,	O
and	O
brightness	O
,	O
and	O
devotion	O
to	O
his	O
comfort	O
;	O
and	O
how	O
,	O
when	O
it	O
was	O
all	O
over	O
,	O
she	O
would	O
withdraw	O
and	O
cry	O
her	O
eyes	O
out	O
in	O
her	O
own	O
room	O
,	O
and	O
be	O
found	O
in	O
the	O
morning	O
languid	O
and	O
worn-out	O
,	O
but	O
always	O
heroical	O
,	O
ready	O
to	O
go	O
downstairs	O
and	O
assist	O
at	O
dear	O
papa	O
's	O
breakfast	O
,	O
and	O
keep	O
up	O
her	O
smiles	O
for	O
him	O
till	O
he	O
had	O
gone	O
out	O
to	O
his	O
patients	O
.	O

Altogether	O
the	O
picture	O
was	O
a	O
very	O
pretty	O
one	O
;	O
and	O
,	O
considering	O
that	O
a	O
great	O
many	O
young	O
ladies	O
in	O
deep	O
mourning	O
put	O
force	O
upon	O
their	O
feelings	O
in	O
novels	O
,	O
and	O
maintain	O
a	O
smile	O
for	O
the	O
benefit	O
of	O
the	O
unobservant	O
male	O
creatures	O
of	O
whom	O
they	O
have	O
the	O
charge	O
,	O
the	O
idea	O
was	O
not	O
at	O
all	O
extravagant	O
,	O
considering	O
that	O
Miss	O
Marjoribanks	O
was	O
but	O
fifteen	O
.	O

She	O
was	O
not	O
,	O
however	O
,	O
exactly	O
the	O
kind	O
of	O
figure	O
for	O
this	O
_	O
mise	O
en	O
scène	O
_	O
.	O

When	O
her	O
schoolfellows	O
talked	O
of	O
her	O
to	O
their	O
friends	O
--	O
for	O
Lucilla	O
was	O
already	O
an	O
important	O
personage	O
at	O
Mount	O
Pleasant	O
--	O
the	O
most	O
common	O
description	O
they	O
gave	O
her	O
was	O
,	O
that	O
she	O
was	O
"	O
a	O
large	O
girl	O
"	O
;	O
and	O
there	O
was	O
great	O
truth	O
in	O
the	O
adjective	O
.	O

She	O
was	O
not	O
to	O
be	O
described	O
as	O
a	O
tall	O
girl	O
--	O
which	O
conveys	O
an	O
altogether	O
different	O
idea	O
--	O
but	O
she	O
was	O
large	O
in	O
all	O
particulars	O
,	O
full	O
and	O
well-developed	O
,	O
with	O
somewhat	O
large	O
features	O
,	O
not	O
at	O
all	O
pretty	O
as	O
yet	O
,	O
though	O
it	O
was	O
known	O
in	O
Mount	O
Pleasant	O
that	O
somebody	O
had	O
said	EVENT
that	O
such	O
a	O
face	O
might	O
ripen	O
into	O
beauty	O
,	O
and	O
become	O
"	O
grandiose	O
,	O
"	O
for	O
anything	O
anybody	O
could	O
tell	O
.	O

Miss	O
Marjoribanks	O
was	O
not	O
vain	O
;	O
but	O
the	O
word	O
had	O
taken	O
possession	EVENT
of	O
her	O
imagination	O
,	O
as	O
was	O
natural	O
,	O
and	O
solaced	EVENT
her	O
much	O
when	O
she	O
made	O
the	O
painful	O
discovery	EVENT
that	O
her	O
gloves	O
were	O
half	O
a	O
number	O
larger	O
,	O
and	O
her	O
shoes	O
a	O
hair-breadth	O
broader	O
,	O
than	O
those	O
of	O
any	O
of	O
her	O
companions	O
;	O
but	O
the	O
hands	O
and	O
feet	O
were	O
both	O
perfectly	O
well	O
shaped	O
;	O
and	O
being	O
at	O
the	O
same	O
time	O
well	O
clothed	O
and	O
plump	O
,	O
were	O
much	O
more	O
presentable	O
and	O
pleasant	O
to	O
look	O
upon	O
than	O
the	O
lean	O
rudimentary	O
schoolgirl	O
hands	O
with	O
which	O
they	O
were	O
surrounded	O
.	O

To	O
add	O
to	O
these	O
excellences	O
,	O
Lucilla	O
had	O
a	O
mass	O
of	O
hair	O
which	O
,	O
if	O
it	O
could	O
but	O
have	O
been	O
cleared	O
a	O
little	O
in	O
its	O
tint	O
,	O
would	O
have	O
been	O
golden	O
,	O
though	O
at	O
present	O
it	O
was	O
nothing	O
more	O
than	O
tawny	O
,	O
and	O
curly	O
to	O
exasperation	O
.	O

She	O
wore	O
it	O
in	O
large	O
thick	O
curls	O
,	O
which	O
did	O
not	O
,	O
however	O
,	O
float	O
or	O
wave	O
,	O
or	O
do	O
any	O
of	O
the	O
graceful	O
things	O
which	O
curls	O
ought	O
to	O
do	O
;	O
for	O
it	O
had	O
this	O
aggravating	O
quality	O
,	O
that	O
it	O
would	O
not	O
grow	O
long	O
,	O
but	O
would	O
grow	O
ridiculously	O
,	O
unmanageably	O
thick	O
,	O
to	O
the	O
admiration	O
of	O
her	O
companions	O
,	O
but	O
to	O
her	O
own	O
despair	O
,	O
for	O
there	O
was	O
no	O
knowing	O
what	O
to	O
do	O
with	O
those	O
short	O
but	O
ponderous	O
locks	O
.	O

These	O
were	O
the	O
external	O
characteristics	O
of	O
the	O
girl	O
who	O
was	O
going	O
home	O
to	O
be	O
a	O
comfort	O
to	O
her	O
widowed	O
father	O
,	O
and	O
meant	O
to	O
sacrifice	O
herself	O
to	O
his	O
happiness	O
.	O

In	O
the	O
course	O
of	O
her	O
rapid	O
journey	EVENT
she	O
had	O
already	O
settled	EVENT
upon	O
everything	O
that	O
had	O
to	O
be	O
done	O
;	O
or	O
rather	O
,	O
to	O
speak	O
truly	O
,	O
had	O
rehearsed	EVENT
everything	O
,	O
according	O
to	O
the	O
habit	O
already	O
acquired	EVENT
by	O
a	O
quick	O
mind	O
,	O
a	O
good	O
deal	O
occupied	O
with	O
itself	O
.	O

First	O
,	O
she	O
meant	EVENT
to	O
fall	O
into	O
her	O
father	O
's	O
arms	O
--	O
forgetting	EVENT
,	O
with	O
that	O
singular	O
facility	O
for	O
overlooking	O
the	O
peculiarities	O
of	O
others	O
which	O
belongs	O
to	O
such	O
a	O
character	O
,	O
that	O
Dr	O
Marjoribanks	O
was	O
very	O
little	O
given	O
to	O
embracing	O
,	O
and	O
that	O
a	O
hasty	O
kiss	O
on	O
her	O
forehead	O
was	O
the	O
warmest	O
caress	O
he	O
had	O
ever	O
given	O
his	O
daughter	O
--	O
and	O
then	O
to	O
rush	O
up	O
to	O
the	O
chamber	O
of	O
death	O
and	O
weep	O
over	O
dear	O
mamma	O
.	O

"	O
And	O
to	O
think	O
I	O
was	O
not	O
there	O
to	O
soothe	O
her	O
last	O
moments	O
!	O
"	O

Lucilla	O
said	EVENT
to	O
herself	O
,	O
with	O
a	O
sob	EVENT
,	O
and	O
with	O
feelings	EVENT
sufficiently	O
real	O
in	O
their	O
way	O
.	O

After	O
this	O
,	O
the	O
devoted	O
daughter	O
made	EVENT
up	O
her	O
mind	O
to	O
come	O
downstairs	O
again	O
,	O
pale	O
as	O
death	O
,	O
but	O
self-controlled	O
,	O
and	O
devote	O
herself	O
to	O
papa	O
.	O

Perhaps	O
,	O
if	O
great	O
emotion	O
should	O
make	O
him	O
tearless	O
,	O
as	O
such	O
cases	O
had	O
been	O
known	O
,	O
Miss	O
Marjoribanks	O
would	O
steal	O
into	O
his	O
arms	O
unawares	O
,	O
and	O
so	O
surprise	O
him	O
into	O
weeping	O
.	O

All	O
this	O
went	EVENT
briskly	O
through	O
her	O
mind	O
,	O
undeterred	O
by	O
the	O
reflection	EVENT
that	O
tears	O
were	O
as	O
much	O
out	O
of	O
the	O
Doctor	O
's	O
way	O
as	O
embraces	O
;	O
and	O
in	O
this	O
mood	O
she	O
sped	EVENT
swiftly	O
along	O
in	O
the	O
inspiration	EVENT
of	O
her	O
first	O
sorrow	EVENT
,	O
as	O
she	O
imagined	EVENT
,	O
but	O
in	O
reality	O
to	O
suffer	O
her	O
first	O
disappointment	O
,	O
which	O
was	O
of	O
a	O
less	O
soothing	O
character	O
than	O
that	O
mild	O
and	O
manageable	O
grief	O
.	O

When	O
Miss	O
Marjoribanks	O
reached	EVENT
home	O
her	O
mother	O
had	O
been	O
dead	O
for	O
twenty-four	O
hours	O
;	O
and	O
her	O
father	O
was	O
not	O
at	O
the	O
door	O
to	O
receive	O
her	O
as	O
she	O
had	O
expected	O
,	O
but	O
by	O
the	O
bedside	O
of	O
a	O
patient	O
in	O
extremity	O
,	O
who	O
could	O
not	O
consent	O
to	O
go	O
out	O
of	O
the	O
world	O
without	O
the	O
Doctor	O
.	O

This	O
was	O
a	O
sad	O
reversal	EVENT
of	O
her	O
intentions	O
,	O
but	O
Lucilla	O
was	O
not	O
the	O
woman	O
to	O
be	O
disconcerted	O
.	O

She	O
carried	EVENT
out	O
the	O
second	O
part	O
of	O
her	O
programme	O
without	O
either	O
interference	O
or	O
sympathy	O
,	O
except	O
from	O
Mrs	O
Marjoribanks	O
's	O
maid	O
,	O
who	O
had	O
some	O
hopes	EVENT
from	O
the	O
moment	O
of	O
her	O
arrival	EVENT
.	O

"	O
I	O
ca	O
n't	O
abear	O
to	O
think	O
as	O
I	O
'm	O
to	O
be	O
parted	O
from	O
you	O
all	O
,	O
miss	O
,	O
"	O
sobbed	EVENT
the	O
faithful	O
attendant	O
.	O

"	O
I	O
've	O
lost	EVENT
the	O
best	O
missus	O
as	O
ever	O
was	O
,	O
and	O
I	O
should	O
n't	O
mind	O
going	O
after	O
her	O
.	O

Whenever	O
any	O
one	O
gets	O
a	O
good	O
friend	O
in	O
this	O
world	O
,	O
they	O
're	O
the	O
first	O
to	O
be	O
took	O
away	O
,	O
"	O
said	EVENT
the	O
weeping	EVENT
handmaiden	O
,	O
who	O
naturally	O
saw	EVENT
her	O
own	O
loss	EVENT
in	O
the	O
most	O
vivid	O
light	O
.	O

"	O
Ah	O
,	O
Ellis	O
,	O
"	O
cried	EVENT
Miss	O
Marjoribanks	O
,	O
reposing	EVENT
her	O
sorrow	O
in	O
the	O
arms	O
of	O
this	O
anxious	O
attendant	O
,	O
"	O
we	O
must	O
try	O
to	O
be	O
a	O
comfort	O
to	O
poor	O
papa	O
!	O
"	O

With	O
this	O
end	O
Lucilla	O
made	O
herself	O
very	O
troublesome	EVENT
to	O
the	O
sober-minded	O
Doctor	O
during	O
those	O
few	O
dim	O
days	O
before	O
the	O
faint	O
and	O
daily	O
lessening	EVENT
shadow	O
of	O
poor	O
Mrs	O
Marjoribanks	O
was	O
removed	EVENT
altogether	O
from	O
the	O
house	O
.	O

When	O
that	O
sad	O
ceremony	EVENT
had	O
taken	O
place	O
,	O
and	O
the	O
Doctor	O
returned	EVENT
,	O
serious	O
enough	O
,	O
Heaven	O
knows	O
,	O
to	O
the	O
great	O
house	O
,	O
where	O
the	O
faded	O
helpless	O
woman	O
,	O
who	O
had	O
notwithstanding	O
been	O
his	O
love	O
and	O
his	O
bride	O
in	O
other	O
days	O
,	O
lay	O
no	O
longer	O
on	O
the	O
familiar	O
sofa	O
,	O
the	O
crisis	EVENT
arrived	O
which	O
Miss	O
Marjoribanks	O
had	O
rehearsed	O
so	O
often	O
,	O
but	O
after	O
quite	O
a	O
different	O
fashion	O
.	O

The	O
widower	O
was	O
tearless	O
,	O
indeed	O
,	O
but	O
not	O
from	O
excess	O
of	O
emotion	O
.	O

On	O
the	O
contrary	O
,	O
a	O
painful	O
heaviness	EVENT
possessed	O
him	O
when	O
he	O
became	O
aware	EVENT
how	O
little	O
real	O
sorrow	O
was	O
in	O
his	O
mind	O
,	O
and	O
how	O
small	O
an	O
actual	O
loss	EVENT
was	O
this	O
loss	EVENT
of	O
his	O
wife	O
,	O
which	O
bulked	O
before	O
the	O
world	O
as	O
an	O
event	EVENT
of	O
just	O
as	O
much	O
magnitude	O
as	O
the	O
loss	EVENT
,	O
for	O
example	O
,	O
which	O
poor	O
Mr	O
Lake	O
,	O
the	O
drawing-master	O
,	O
was	O
at	O
the	O
same	O
moment	O
suffering	O
.	O

It	O
was	O
even	O
sad	O
,	O
in	O
another	O
point	O
of	O
view	O
,	O
to	O
think	O
of	O
a	O
human	O
creature	O
passing	O
out	O
of	O
the	O
world	O
,	O
and	O
leaving	O
so	O
little	O
trace	O
that	O
she	O
had	O
ever	O
been	O
there	O
.	O

As	O
for	O
the	O
pretty	O
creature	O
whom	O
Dr	O
Marjoribanks	O
had	O
married	EVENT
,	O
she	O
had	O
vanished	EVENT
into	O
thin	O
air	O
years	O
and	O
years	O
ago	O
.	O

These	O
thoughts	EVENT
were	O
heavy	O
enough	O
--	O
perhaps	O
even	O
more	O
overwhelming	O
than	O
that	O
grief	O
which	O
develops	O
love	O
to	O
its	O
highest	O
point	O
of	O
intensity	O
.	O

But	O
such	O
were	O
not	O
precisely	O
the	O
kind	O
of	O
reflections	O
which	O
could	O
be	O
solaced	O
by	O
paternal	O
_	O
attendrissement	O
_	O
over	O
a	O
weeping	O
and	O
devoted	O
daughter	O
.	O

It	O
was	O
May	O
,	O
and	O
the	O
weather	O
was	O
warm	O
for	O
the	O
season	O
;	O
but	O
Lucilla	O
had	O
caused	O
the	O
fire	EVENT
to	O
be	O
lighted	O
in	O
the	O
large	O
gloomy	O
library	O
where	O
Dr	O
Marjoribanks	O
always	O
sat	O
in	O
the	O
evenings	O
,	O
with	O
the	O
idea	EVENT
that	O
it	O
would	O
be	O
"	O
a	O
comfort	O
"	O
to	O
him	O
;	O
and	O
,	O
for	O
the	O
same	O
reason	O
,	O
she	O
had	O
ordered	EVENT
tea	O
to	O
be	O
served	O
there	O
,	O
instead	O
of	O
the	O
dinner	O
,	O
for	O
which	O
her	O
father	O
,	O
as	O
she	O
imagined	EVENT
,	O
could	O
have	O
little	O
appetite	O
.	O

When	O
the	O
Doctor	O
went	EVENT
in	O
to	O
his	O
favourite	O
seclusion	O
,	O
tired	O
and	O
heated	O
and	O
sad	O
--	O
for	O
even	O
on	O
the	O
day	O
of	O
his	O
wife	O
's	O
funeral	EVENT
the	O
favourite	O
doctor	O
of	O
Carlingford	O
had	O
patients	O
to	O
think	O
of	O
--	O
the	O
very	O
heaviness	O
of	O
his	O
thoughts	EVENT
gave	O
warmth	EVENT
to	O
his	O
indignation	EVENT
.	O

He	O
had	O
longed	EVENT
for	O
the	O
quiet	O
and	O
the	O
coolness	O
and	O
the	O
solitude	O
of	O
his	O
library	O
,	O
apart	O
from	O
everybody	O
;	O
and	O
when	O
he	O
found	EVENT
it	O
radiant	O
with	O
firelight	O
,	O
tea	O
set	O
on	O
the	O
table	O
,	O
and	O
Lucilla	O
crying	EVENT
by	O
the	O
fire	EVENT
,	O
in	O
her	O
new	O
crape	O
,	O
the	O
effect	O
upon	O
a	O
temper	O
by	O
no	O
means	O
perfect	O
may	O
be	O
imagined	O
.	O

The	O
unfortunate	O
man	O
threw	EVENT
both	O
the	O
windows	O
wide	O
open	O
and	O
rang	EVENT
the	O
bell	O
violently	O
,	O
and	O
gave	O
instant	O
orders	EVENT
for	O
the	O
removal	O
of	O
the	O
unnecessary	O
fire	EVENT
and	O
the	O
tea-service	EVENT
.	O

"	O
Let	O
me	O
know	O
when	O
dinner	O
is	O
ready	O
,	O
"	O
he	O
said	EVENT
,	O
in	O
a	O
voice	O
like	O
thunder	O
;	O
"	O
and	O
if	O
Miss	O
Marjoribanks	O
wants	O
a	O
fire	O
,	O
let	O
it	O
be	O
lighted	O
in	O
the	O
drawing-room	O
.	O
"	O

Lucilla	O
was	O
so	O
much	O
taken	O
by	O
surprise	EVENT
by	O
this	O
sudden	O
overthrow	EVENT
of	O
her	O
programme	O
,	O
that	O
she	O
submitted	EVENT
,	O
as	O
a	O
girl	O
of	O
much	O
less	O
spirit	O
might	O
have	O
done	O
,	O
and	O
suffered	EVENT
herself	O
and	O
her	O
fire	EVENT
and	O
her	O
tea-things	O
to	O
be	O
dismissed	EVENT
upstairs	O
,	O
where	O
she	O
wept	EVENT
still	O
more	O
at	O
sight	EVENT
of	O
dear	O
mamma	O
's	O
sofa	O
,	O
and	O
where	O
Ellis	O
came	EVENT
to	O
mingle	EVENT
her	O
tears	EVENT
with	O
those	O
of	O
her	O
young	O
mistress	O
,	O
and	O
to	O
beg	EVENT
dear	O
Miss	O
Lucilla	O
,	O
for	O
the	O
sake	O
of	O
her	O
precious	O
'	O
elth	O
and	O
her	O
dear	O
papa	O
,	O
to	O
be	O
persuaded	O
to	O
take	O
some	O
tea	O
.	O

On	O
the	O
whole	O
,	O
master	O
stood	O
lessened	EVENT
in	O
the	O
eyes	O
of	O
all	O
the	O
household	O
by	O
his	O
ability	O
to	O
eat	EVENT
his	O
dinner	EVENT
,	O
and	O
his	O
resentment	EVENT
at	O
having	O
his	O
habitudes	O
disturbed	EVENT
.	O

"	O
Them	O
men	O
would	O
eat	O
and	O
drink	O
if	O
we	O
was	O
all	O
in	O
our	O
graves	O
,	O
"	O
said	EVENT
the	O
indignant	O
cook	O
,	O
who	O
indeed	O
had	O
a	O
real	O
grievance	EVENT
;	O
and	O
the	O
outraged	O
sentiment	O
of	O
the	O
kitchen	O
was	O
avenged	EVENT
by	O
a	O
bad	O
and	O
hasty	O
dinner	EVENT
,	O
which	O
the	O
Doctor	O
,	O
though	O
generally	O
"	O
very	O
particular	O
,	O
"	O
swallowed	EVENT
without	O
remark	O
.	O

About	O
an	O
hour	O
afterwards	O
he	O
went	EVENT
upstairs	O
to	O
the	O
drawing-room	O
,	O
where	O
Miss	O
Marjoribanks	O
was	O
waiting	EVENT
for	O
him	O
,	O
much	O
less	O
at	O
ease	O
than	O
she	O
had	O
expected	O
to	O
be	O
.	O

Though	O
he	O
gave	O
a	O
little	O
sigh	EVENT
at	O
the	O
sight	EVENT
of	O
his	O
wife	O
's	O
sofa	O
,	O
he	O
did	O
not	O
hesitate	O
to	O
sit	EVENT
down	O
upon	O
it	O
,	O
and	O
even	O
to	O
draw	EVENT
it	O
a	O
little	O
out	O
of	O
its	O
position	O
,	O
which	O
,	O
as	O
Lucilla	O
described	EVENT
afterwards	O
,	O
was	O
like	O
a	O
knife	O
going	O
into	O
her	O
heart	O
.	O

Though	O
,	O
indeed	O
,	O
she	O
had	O
herself	O
decided	EVENT
already	O
,	O
in	O
the	O
intervals	O
of	O
her	O
tears	EVENT
,	O
that	O
the	O
drawing-room	O
furniture	O
had	O
got	O
very	O
faded	O
and	O
shabby	O
,	O
and	O
that	O
it	O
would	O
be	O
very	O
expedient	O
to	O
have	O
it	O
renewed	O
for	O
the	O
new	O
reign	O
of	O
youth	O
and	O
energy	O
which	O
was	O
about	O
to	O
commence	O
.	O

As	O
for	O
the	O
Doctor	O
,	O
though	O
Miss	O
Marjoribanks	O
thought	O
him	O
insensible	O
,	O
his	O
heart	O
was	O
heavy	O
enough	O
.	O

His	O
wife	O
had	O
gone	EVENT
out	O
of	O
the	O
world	O
without	O
leaving	O
the	O
least	O
mark	O
of	O
her	O
existence	O
,	O
except	O
in	O
that	O
large	O
girl	O
,	O
whose	O
spirits	O
and	O
forces	O
were	O
unbounded	O
,	O
but	O
whose	O
discretion	O
at	O
the	O
present	O
moment	O
did	O
not	O
seem	O
much	O
greater	O
than	O
her	O
mother	O
's	O
.	O

Instead	O
of	O
thinking	O
of	O
her	O
as	O
a	O
comfort	O
,	O
the	O
Doctor	O
felt	O
himself	O
called	EVENT
upon	O
to	O
face	O
a	O
new	O
and	O
unexpected	O
embarrassment	EVENT
.	O

It	O
would	O
have	O
been	O
a	O
satisfaction	O
to	O
him	O
just	O
then	O
to	O
have	O
been	O
left	O
to	O
himself	O
,	O
and	O
permitted	O
to	O
work	O
on	O
quietly	O
at	O
his	O
profession	O
,	O
and	O
to	O
write	O
his	O
papers	O
for	O
the	O
_	O
Lancet	O
_	O
,	O
and	O
to	O
see	O
his	O
friends	O
now	O
and	O
then	O
when	O
he	O
chose	O
;	O
for	O
Dr	O
Marjoribanks	O
was	O
not	O
a	O
man	O
who	O
had	O
any	O
great	O
need	O
of	O
sympathy	O
by	O
nature	O
,	O
or	O
who	O
was	O
at	O
all	O
addicted	O
to	O
demonstrations	O
of	O
feeling	O
;	O
consequently	O
,	O
he	O
drew	EVENT
his	O
wife	O
's	O
sofa	O
a	O
little	O
farther	O
from	O
the	O
fire	O
,	O
and	O
took	EVENT
his	O
seat	O
on	O
it	O
soberly	O
,	O
quite	O
unaware	O
that	O
,	O
by	O
so	O
doing	O
,	O
he	O
was	O
putting	O
a	O
knife	O
into	O
his	O
daughter	O
's	O
heart	O
.	O

