.	O

His	O
method	O
,	O
in	O
turn	O
,	O
made	O
that	O
of	O
the	O
silk-lined	O
salesman	O
sound	O
like	O
the	O
hoarse	O
hoots	O
of	O
the	O
ballyhoo	O
man	O
at	O
a	O
county	O
fair	O
.	O

Blithely	O
he	O
accepted	EVENT
five	O
hundred	O
thousand	O
dollars	O
and	O
gave	O
in	O
return	O
--	O
a	O
promise	EVENT
.	O

And	O
when	O
we	O
would	O
search	O
our	O
soul	O
for	O
a	O
synonym	O
to	O
express	O
all	O
that	O
was	O
low-voiced	O
,	O
and	O
suave	O
,	O
and	O
judicious	O
,	O
and	O
patient	O
,	O
and	O
sure	O
,	O
we	O
began	O
to	O
say	EVENT
,	O
"	O
As	O
alert	O
as	O
an	O
advertising	O
expert	O
.	O
"	O

Jock	O
McChesney	O
,	O
looking	O
as	O
fresh	O
and	O
clear-eyed	O
as	O
only	O
twenty-one	O
and	O
a	O
cold	O
shower	O
can	O
make	O
one	O
look	O
,	O
stood	O
in	O
the	O
doorway	O
of	O
his	O
mother	O
's	O
bedroom	O
.	O

His	O
toilette	O
had	O
halted	EVENT
abruptly	O
at	O
the	O
bathrobe	O
stage	O
.	O

One	O
of	O
those	O
bulky	O
garments	O
swathed	O
his	O
slim	O
figure	O
,	O
while	O
over	O
his	O
left	O
arm	O
hung	O
a	O
gray	O
tweed	O
Norfolk	O
coat	O
.	O

From	O
his	O
right	O
hand	O
dangled	O
a	O
pair	O
of	O
trousers	O
,	O
in	O
pattern	O
a	O
modish	O
black-and-white	O
.	O

Jock	O
regarded	EVENT
the	O
gray	O
garment	O
on	O
his	O
arm	O
with	O
moody	O
eyes	O
.	O

"	O
Well	O
,	O
I	O
'd	O
like	O
to	O
know	O
what	O
's	O
the	O
matter	O
with	O
it	O
!	O
"	O
he	O
demanded	EVENT
,	O
a	O
trifle	O
irritably	O
.	O

Emma	O
McChesney	O
,	O
in	O
the	O
act	O
of	O
surveying	EVENT
her	O
back	O
hair	O
in	O
the	O
mirror	O
,	O
paused	EVENT
,	O
hand	O
glass	O
poised	EVENT
half	O
way	O
,	O
to	O
regard	EVENT
her	O
son	O
.	O

"	O
All	O
right	O
,	O
"	O
she	O
answered	EVENT
cheerfully	O
.	O

"	O
I	O
'll	O
tell	O
you	O
.	O

It	O
's	O
too	O
young	O
.	O
"	O

"	O
Young	O
!	O
"	O

He	O
held	EVENT
it	O
at	O
arm	O
's	O
length	O
and	O
stared	EVENT
at	O
it	O
.	O

"	O
What	O
d'you	O
mean	O
--	O
young	O
?	O
"	O

Emma	O
McChesney	O
came	EVENT
forward	O
,	O
wrapping	EVENT
the	O
folds	O
of	O
her	O
kimono	O
about	O
her	O
.	O

She	O
took	EVENT
the	O
disputed	EVENT
garment	O
in	O
one	O
hand	O
and	O
held	O
it	O
aloft	O
.	O

"	O
I	O
know	O
that	O
you	O
look	O
like	O
a	O
man	O
on	O
a	O
magazine	O
cover	O
in	O
it	O
.	O

But	O
Norfolk	O
suits	O
spell	O
tennis	O
,	O
and	O
seashore	O
,	O
and	O
elegant	O
leisure	O
.	O

And	O
you	O
're	O
going	O
out	O
this	O
morning	O
,	O
Son	O
,	O
to	O
interview	O
business	O
men	O
.	O

You	O
're	O
going	O
to	O
try	O
to	O
impress	O
the	O
advertising	O
world	O
with	O
the	O
fact	O
that	O
it	O
needs	O
your	O
expert	O
services	O
.	O

You	O
walk	O
into	O
a	O
business	O
office	O
in	O
a	O
Norfolk	O
suit	O
,	O
and	O
everybody	O
from	O
the	O
office	O
boy	O
to	O
the	O
president	O
of	O
the	O
company	O
will	O
ask	O
you	O
what	O
your	O
score	O
is	O
.	O
"	O

She	O
tossed	EVENT
it	O
back	O
over	O
his	O
arm	O
.	O

"	O
I	O
'll	O
wear	O
the	O
black	O
and	O
white	O
,	O
"	O
said	EVENT
Jock	O
resignedly	O
,	O
and	O
turned	EVENT
toward	O
his	O
own	O
room	O
.	O

At	O
his	O
doorway	O
he	O
paused	EVENT
and	O
raised	EVENT
his	O
voice	EVENT
slightly	O
:	O
"	O
For	O
that	O
matter	O
,	O
they	O
're	O
looking	O
for	O
young	O
men	O
.	O

Everybody	O
's	O
young	O
.	O

Why	O
,	O
the	O
biggest	O
men	O
in	O
the	O
advertising	O
game	O
are	O
just	O
kids	O
.	O
"	O

He	O
disappeared	EVENT
within	O
his	O
room	O
,	O
still	O
talking	EVENT
.	O

"	O
Look	O
at	O
McQuirk	O
,	O
advertising	O
manager	O
of	O
the	O
Combs	O
Car	O
Company	O
.	O

He	O
's	O
so	O
young	O
he	O
has	O
to	O
disguise	O
himself	O
in	O
bone-trimmed	O
eye-glasses	O
with	O
a	O
black	O
ribbon	O
to	O
get	O
away	O
with	O
it	O
.	O

Look	O
at	O
Hopper	O
,	O
of	O
the	O
Berg	O
,	O
Shriner	O
Company	O
.	O

Pulls	O
down	O
ninety	O
thousand	O
a	O
year	O
,	O
and	O
if	O
he	O
's	O
thirty-five	O
I	O
'll	O
--	O
"	O
"	O
Well	O
,	O
you	O
asked	EVENT
my	O
advice	O
,	O
"	O
interrupted	EVENT
his	O
mother	O
's	O
voice	EVENT
with	O
that	O
muffled	O
effect	O
which	O
is	O
caused	O
by	O
a	O
skirt	O
being	O
slipped	O
over	O
the	O
head	O
,	O
"	O
and	O
I	O
gave	EVENT
it	O
.	O

Wear	O
a	O
white	O
duck	O
sailor	O
suit	O
with	O
blue	O
anchors	O
and	O
carry	O
a	O
red	O
tin	O
pail	O
and	O
a	O
shovel	O
,	O
if	O
you	O
want	O
to	O
look	O
young	O
.	O

Only	O
get	O
into	O
it	O
in	O
a	O
jiffy	O
,	O
Son	O
,	O
because	O
breakfast	O
will	O
be	O
ready	O
in	O
ten	O
minutes	O
.	O

I	O
can	O
tell	O
by	O
the	O
way	O
Annie	O
's	O
crashing	EVENT
the	O
cups	O
.	O

So	O
step	O
lively	O
if	O
you	O
want	O
to	O
pay	O
your	O
lovely	O
mother	O
's	O
subway	O
fare	O
.	O
"	O

Ten	O
minutes	O
later	O
the	O
slim	O
young	O
figure	O
,	O
in	O
its	O
English-fitting	O
black	O
and	O
white	O
,	O
sat	O
opposite	O
Emma	O
McChesney	O
at	O
the	O
breakfast	O
table	O
and	O
between	O
excited	O
gulps	EVENT
of	O
coffee	O
outlined	EVENT
a	O
meteoric	O
career	O
in	O
his	O
chosen	O
field	O
.	O

And	O
the	O
more	O
he	O
talked	EVENT
and	O
the	O
rosier	O
his	O
figures	O
of	O
speech	EVENT
became	O
,	O
the	O
more	O
silent	EVENT
and	O
thoughtful	EVENT
fell	O
his	O
mother	O
.	O

She	O
wondered	EVENT
if	O
five	O
o'clock	O
would	O
find	O
a	O
droop	O
to	O
the	O
set	O
of	O
those	O
young	O
shoulders	O
;	O
if	O
the	O
springy	O
young	O
legs	O
in	O
their	O
absurdly	O
scant	O
modish	O
trousers	O
would	O
have	O
lost	O
some	O
of	O
their	O
elasticity	O
;	O
if	O
the	O
buoyant	O
step	O
in	O
the	O
flat-heeled	O
shoes	O
would	O
not	O
drag	O
a	O
little	O
.	O

Thirteen	O
years	O
of	O
business	O
experience	O
had	O
taught	O
her	O
to	O
swallow	O
smilingly	O
the	O
bitter	O
pill	O
of	O
rebuff	O
.	O

But	O
this	O
boy	O
was	O
to	O
experience	O
his	O
first	O
dose	O
to-day	O
.	O

She	O
felt	O
again	O
that	O
sensation	EVENT
of	O
almost	O
physical	O
nausea	O
--	O
that	O
sickness	EVENT
of	O
heart	O
and	O
spirit	O
which	O
had	O
come	O
over	O
her	O
when	O
she	O
had	O
met	O
her	O
first	O
sneer	O
and	O
intolerant	O
shrug	O
.	O

It	O
had	O
been	O
her	O
maiden	O
trip	O
on	O
the	O
road	O
for	O
the	O
T.A.	O
Buck	O
Featherloom	O
Petticoat	O
Company	O
.	O

She	O
was	O
secretary	O
of	O
that	O
company	O
now	O
,	O
and	O
moving	O
spirit	O
in	O
its	O
policy	O
.	O

But	O
the	O
wound	O
of	O
that	O
first	O
insult	O
still	O
ached	O
.	O

A	O
word	O
from	O
her	O
would	O
have	O
placed	O
the	O
boy	O
and	O
saved	O
him	O
from	O
curt	O
refusals	O
.	O

She	O
withheld	O
that	O
word	O
.	O

He	O
must	O
fight	O
his	O
fight	O
alone	O
.	O

"	O
I	O
want	O
to	O
write	O
the	O
kind	O
of	O
ad	O
,	O
"	O
Jock	O
was	O
saying	EVENT
excitedly	O
,	O
"	O
that	O
you	O
see	O
'em	O
staring	O
at	O
in	O
the	O
subways	O
,	O
and	O
street	O
cars	O
and	O
L-trains	O
.	O

I	O
want	O
to	O
sit	O
across	O
the	O
aisle	O
and	O
watch	O
their	O
up-turned	O
faces	O
staring	O
at	O
that	O
oblong	O
,	O
and	O
reading	O
it	O
aloud	O
to	O
each	O
other	O
.	O
"	O

"	O
Is	O
n't	O
that	O
an	O
awfully	O
obvious	O
necktie	O
you	O
're	O
wearing	O
,	O
Jock	O
?	O
"	O
inquired	EVENT
his	O
mother	O
irrelevantly	O
.	O

"	O
This	O
?	O

You	O
ought	O
to	O
see	O
some	O
of	O
them	O
.	O

This	O
is	O
a	O
Quaker	O
stock	O
in	O
comparison	O
.	O
"	O

He	O
glanced	EVENT
down	O
complacently	O
at	O
the	O
vivid-hued	O
silken	O
scarf	O
that	O
the	O
season	O
's	O
mode	O
demanded	O
.	O

Immediately	O
he	O
was	O
off	EVENT
again	O
.	O

"	O
And	O
the	O
first	O
thing	O
you	O
know	O
,	O
Mrs.	O
McChesney	O
,	O
ma'am	O
,	O
we	O
'll	O
have	O
a	O
motor	O
truck	O
backing	O
up	O
at	O
the	O
door	O
once	O
a	O
month	O
and	O
six	O
strong	O
men	O
carrying	O
my	O
salary	O
to	O
the	O
freight	O
elevator	O
in	O
sacks	O
.	O
"	O

Emma	O
McChesney	O
buttered	EVENT
her	O
bit	O
of	O
toast	O
,	O
then	O
looked	EVENT
up	O
to	O
remark	EVENT
quietly	O
:	O
"	O
Had	O
n't	O
you	O
better	O
qualify	O
for	O
the	O
trial	O
heats	O
,	O
Jock	O
,	O
before	O
you	O
jump	O
into	O
the	O
finals	O
?	O
"	O

"	O
Trial	O
heats	O
!	O
"	O
sneered	EVENT
Jock	O
.	O

"	O
They	O
're	O
poky	O
.	O

I	O
want	O
real	O
money	O
.	O

Now	O
!	O

It	O
is	O
n't	O
enough	O
to	O
be	O
just	O
well-to-do	O
in	O
these	O
days	O
.	O

It	O
needs	O
money	O
.	O

I	O
want	O
to	O
be	O
rich	O
!	O

Not	O
just	O
prosperous	O
,	O
but	O
rich	O
!	O

So	O
rich	O
that	O
I	O
can	O
let	O
the	O
bath	O
soap	O
float	O
around	O
in	O
the	O
water	O
without	O
any	O
pricks	O
of	O
conscience	O
.	O

So	O
successful	O
that	O
they	O
'll	O
say	O
,	O
'	O
And	O
he	O
's	O
a	O
mere	O
boy	O
,	O
too	O
.	O

Imagine	O
!	O
'	O
"	O

And	O
,	O
"	O
Jock	O
dear	O
,	O
"	O
Emma	O
McChesney	O
said	EVENT
,	O
"	O
you	O
've	O
still	O
to	O
learn	O
that	O
plans	O
and	O
ambitions	O
are	O
like	O
soap	O
bubbles	O
.	O

The	O
harder	O
you	O
blow	O
and	O
the	O
more	O
you	O
inflate	O
them	O
,	O
the	O
quicker	O
they	O
burst	O
.	O

Plans	O
and	O
ambitions	O
are	O
things	O
to	O
be	O
kept	O
locked	O
away	O
in	O
your	O
heart	O
,	O
Son	O
,	O
with	O
no	O
one	O
but	O
yourself	O
to	O
take	O
an	O
occasional	O
peep	O
at	O
them	O
.	O
"	O

Jock	O
leaned	EVENT
over	O
the	O
table	O
,	O
with	O
his	O
charming	O
smile	EVENT
.	O

"	O
You	O
're	O
a	O
jealous	O
blonde	O
,	O
"	O
he	O
laughed	EVENT
.	O

"	O
Because	O
I	O
'm	O
going	O
to	O
be	O
a	O
captain	O
of	O
finance	O
--	O
an	O
advertising	O
wizard	O
;	O
you	O
're	O
afraid	O
I	O
'll	O
grab	O
the	O
glory	O
all	O
away	O
from	O
you	O
.	O
"	O

[	O
Illustration	O
:	O
"	O
'	O
You	O
're	O
a	O
jealous	O
blond	O
,	O
'	O
he	O
said	EVENT
"	O
]	O
Mrs.	O
McChesney	O
folded	EVENT
her	O
napkin	O
and	O
rose	EVENT
.	O

She	O
looked	O
unbelievably	O
young	O
,	O
and	O
trim	O
,	O
and	O
radiant	O
,	O
to	O
be	O
the	O
mother	O
of	O
this	O
boasting	O
boy	O
.	O

"	O
I	O
'm	O
not	O
afraid	O
,	O
"	O
she	O
drawled	EVENT
,	O
a	O
wicked	O
little	O
glint	EVENT
in	O
her	O
blue	O
eyes	O
.	O

"	O
You	O
see	O
,	O
they	O
'll	O
only	O
regard	O
your	O
feats	O
and	O
say	O
,	O
'	O
H	O
'm	O
,	O
no	O
wonder	O
.	O

He	O
ought	O
to	O
be	O
able	O
to	O
sell	O
ice	O
to	O
an	O
Eskimo	O
.	O

His	O
mother	O
was	O
Emma	O
McChesney	O
.	O
'	O
"	O

And	O
then	O
,	O
being	O
a	O
modern	O
mother	O
,	O
she	O
donned	EVENT
smart	O
autumn	O
hat	O
and	O
tailored	O
suit	O
coat	O
and	O
stood	O
ready	O
to	O
reach	O
her	O
office	O
by	O
nine-thirty	O
.	O

But	O
because	O
she	O
was	O
as	O
motherly	O
as	O
she	O
was	O
modern	O
she	O
swung	EVENT
open	O
the	O
door	O
between	O
kitchen	O
and	O
dining-room	O
to	O
advise	O
with	O
Annie	O
,	O
the	O
adept	O
.	O

"	O
Lamb	O
chops	O
to-night	O
,	O
eh	O
,	O
Annie	O
?	O

And	O
sweet	O
potatoes	O
.	O

Jock	O
loves	O
'em	O
.	O

And	O
corn	O
au	O
gratin	O
and	O
some	O
head	O
lettuce	O
.	O
"	O

She	O
glanced	EVENT
toward	O
Jock	O
in	O
the	O
hallway	O
,	O
then	O
lowered	EVENT
her	O
voice	O
.	O

"	O
Annie	O
,	O
"	O
she	O
teased	EVENT
,	O
"	O
just	O
give	O
us	O
one	O
of	O
your	O
peach	O
cobblers	O
,	O
will	O
you	O
?	O

You	O
see	O
he	O
--	O
he	O
's	O
going	O
to	O
be	O
awfully	O
--	O
tired	O
when	O
he	O
gets	O
home	O
.	O
"	O

